secs,power,hr,cad,session_time,hr_p_fatigue
2058,309,169,97,2058,91.75
2059,283,169,106,2059,98.25
2060,300,170,106,2060,95.0
2061,287,170,105,2061,98.25
2062,266,169,107,2062,102.5
2063,262,170,103,2063,104.5
2064,317,169,104,2064,89.75
2065,285,169,105,2065,97.75
2066,293,168,104,2066,94.75
2067,291,168,105,2067,95.25
2068,276,169,104,2068,100.0
2069,259,169,101,2069,104.25
2070,255,168,99,2070,104.25
2071,233,168,94,2071,109.75
2072,281,168,97,2072,97.75
2073,262,168,95,2073,102.5
2074,271,168,96,2074,100.25
2075,258,168,95,2075,103.5
2076,262,167,94,2076,101.5
2077,265,168,94,2077,101.75
2078,258,168,95,2078,103.5
2079,260,168,94,2079,103.0
2080,281,168,95,2080,97.75
2081,279,168,96,2081,98.25
2082,258,168,95,2082,103.5
2083,273,169,95,2083,100.75
2084,260,169,95,2084,104.0
2085,328,169,98,2085,87.0
2086,285,169,101,2086,97.75
2087,273,169,98,2087,100.75
2088,255,170,98,2088,106.25
2089,256,170,95,2089,106.0
2090,273,170,96,2090,101.75
2091,288,169,96,2091,97.0
2092,288,169,99,2092,97.0
2093,285,169,100,2093,97.75
2094,291,169,101,2094,96.25
2095,261,169,99,2095,103.75
2096,255,169,95,2096,105.25
2097,275,169,97,2097,100.25
2098,269,169,97,2098,101.75
2099,276,169,96,2099,100.0
2100,272,169,97,2100,101.0
2101,276,169,98,2101,100.0
2102,260,168,98,2102,103.0
2103,260,168,96,2103,103.0
2104,247,168,94,2104,106.25
2105,262,168,94,2105,102.5
2106,267,168,95,2106,101.25
2107,254,168,93,2107,104.5
2108,296,168,97,2108,94.0
2109,279,168,97,2109,98.25
2110,313,169,101,2110,90.75
2111,286,169,102,2111,97.5
2112,273,169,100,2112,100.75
2113,280,169,99,2113,99.0
2114,292,169,100,2114,96.0
2115,288,168,101,2115,96.0
2116,285,168,100,2116,96.75
2117,298,168,101,2117,93.5
2118,287,167,102,2118,95.25
2119,307,167,102,2119,90.25
2120,301,168,103,2120,92.75
2121,283,168,103,2121,97.25
2122,286,168,102,2122,96.5
2123,283,168,101,2123,97.25
2124,267,169,98,2124,102.25
2125,266,169,98,2125,102.5
2126,247,170,95,2126,108.25
2127,258,169,94,2127,104.5
2128,271,169,94,2128,101.25
2129,285,169,97,2129,97.75
2130,261,169,96,2130,103.75
2131,279,169,95,2131,99.25
2132,286,168,97,2132,96.5
2133,284,169,96,2133,98.0
2134,272,168,98,2134,100.0
2135,257,168,95,2135,103.75
2136,299,168,96,2136,93.25
2137,297,168,96,2137,93.75
2138,297,168,99,2138,93.75
2139,287,168,99,2139,96.25
2140,294,169,99,2140,95.5
2141,301,169,101,2141,93.75
2142,297,169,101,2142,94.75
2143,272,169,99,2143,101.0
2144,274,170,98,2144,101.5
2145,271,170,96,2145,102.25
2146,268,170,96,2146,103.0
2147,276,170,96,2147,101.0
2148,278,169,95,2148,99.5
2149,273,169,96,2149,100.75
2150,263,169,94,2150,103.25
2151,293,169,96,2151,95.75
2152,244,169,93,2152,108.0
2153,276,169,93,2153,100.0
2154,266,169,93,2154,102.5
2155,268,168,92,2155,101.0
2156,290,169,95,2156,96.5
2157,271,169,95,2157,101.25
2158,269,170,95,2158,102.75
2159,260,170,94,2159,105.0
2160,270,170,93,2160,102.5
2161,273,169,93,2161,100.75
2162,269,170,94,2162,102.75
2163,264,169,93,2163,103.0
2164,248,168,91,2164,106.0
2165,240,168,90,2165,108.0
2166,304,168,94,2166,92.0
2167,280,168,97,2167,98.0
2168,311,168,99,2168,90.25
2169,307,168,100,2169,91.25
2170,283,169,101,2170,98.25
2171,226,169,93,2171,112.5
2172,249,169,93,2172,106.75
2173,249,170,89,2173,107.75
2174,295,170,96,2174,96.25
2175,258,170,95,2175,105.5
2176,250,170,92,2176,107.5
2177,264,171,93,2177,105.0
2178,250,171,92,2178,108.5
2179,226,172,90,2179,115.5
2180,258,172,90,2180,107.5
2181,248,173,89,2181,111.0
2182,261,173,91,2182,107.75
2183,254,173,91,2183,109.5
2184,247,173,91,2184,111.25
2185,265,173,91,2185,106.75
2186,243,173,92,2186,112.25
2187,307,173,95,2187,96.25
2188,289,173,99,2188,100.75
2189,282,173,100,2189,102.5
2190,278,174,99,2190,104.5
2191,251,174,97,2191,111.25
2192,253,174,94,2192,110.75
2193,253,173,92,2193,109.75
2194,250,173,92,2194,110.5
2195,247,172,91,2195,110.25
2196,239,172,90,2196,112.25
2197,250,171,90,2197,108.5
2198,255,171,91,2198,107.25
2199,259,171,91,2199,106.25
2200,271,172,93,2200,104.25
2201,250,172,92,2201,109.5
2202,252,171,91,2202,108.0
2203,248,172,91,2203,110.0
2204,257,172,91,2204,107.75
2205,294,171,93,2205,97.5
2206,292,171,98,2206,98.0
2207,293,171,100,2207,97.75
2208,260,171,98,2208,106.0
2209,276,171,96,2209,102.0
2210,305,171,99,2210,94.75
2211,274,171,99,2211,102.5
2212,284,171,98,2212,100.0
2213,259,170,97,2213,105.25
2214,277,170,96,2214,100.75
2215,277,169,98,2215,99.75
2216,256,169,95,2216,105.0
2217,281,168,96,2217,97.75
2218,256,167,96,2218,103.0
2219,273,168,95,2219,99.75
2220,238,167,96,2220,107.5
2221,233,167,91,2221,108.75
2222,253,167,91,2222,103.75
2223,277,167,94,2223,97.75
2224,270,167,95,2224,99.5
2225,287,167,94,2225,95.25
2226,313,167,101,2226,88.75
2227,295,167,101,2227,93.25
2228,295,168,101,2228,94.25
2229,305,168,102,2229,91.75
2230,315,168,104,2230,89.25
2231,299,168,104,2231,93.25
2232,293,168,103,2232,94.75
2233,282,168,102,2233,97.5
2234,269,168,99,2234,100.75
2235,301,168,100,2235,92.75
2236,305,168,103,2236,91.75
2237,279,167,102,2237,97.25
2238,313,168,101,2238,89.75
2239,299,168,104,2239,93.25
2240,271,168,100,2240,100.25
2241,265,168,98,2241,101.75
2242,266,168,97,2242,101.5
2243,250,168,95,2243,105.5
2244,272,168,92,2244,100.0
2245,279,168,97,2245,98.25
2246,280,168,96,2246,98.0
2247,281,169,98,2247,98.75
2248,265,168,96,2248,101.75
2249,302,169,99,2249,93.5
2250,279,168,99,2250,98.25
2251,297,169,101,2251,94.75
2252,292,169,101,2252,96.0
2253,292,169,102,2253,96.0
2254,280,169,100,2254,99.0
2255,278,169,100,2255,99.5
2256,263,169,98,2256,103.25
2257,290,169,98,2257,96.5
2258,298,170,101,2258,95.5
2259,285,170,100,2259,98.75
2260,294,170,101,2260,96.5
2261,281,171,101,2261,100.75
2262,283,171,99,2262,100.25
2263,288,171,99,2263,99.0
2264,300,172,101,2264,97.0
2265,297,172,102,2265,97.75
2266,285,171,101,2266,99.75
2267,230,172,97,2267,114.5
2268,252,171,91,2268,108.0
2269,242,171,91,2269,110.5
2270,249,172,91,2270,109.75
2271,279,172,91,2271,102.25
2272,272,172,95,2272,104.0
2273,290,172,95,2273,99.5
2274,290,173,98,2274,100.5
2275,273,173,99,2275,104.75
2276,261,174,96,2276,108.75
2277,260,173,98,2277,108.0
2278,264,173,97,2278,107.0
2279,256,173,97,2279,109.0
2280,268,172,96,2280,105.0
2281,274,173,98,2281,104.5
2282,274,174,99,2282,105.5
2283,260,174,100,2283,109.0
2284,256,174,98,2284,110.0
2285,240,174,95,2285,114.0
2286,232,174,93,2286,116.0
2287,246,174,91,2287,112.5
2288,263,174,94,2288,108.25
2289,258,173,94,2289,108.5
2290,258,173,95,2290,108.5
2291,261,172,96,2291,106.75
2292,248,173,95,2292,111.0
2293,247,173,94,2293,111.25
2294,256,173,95,2294,109.0
2295,258,173,95,2295,108.5
2296,272,173,96,2296,105.0
2297,255,173,98,2297,109.25
2298,241,173,94,2298,112.75
2299,241,173,94,2299,112.75
2300,252,172,94,2300,109.0
2301,252,172,93,2301,109.0
2302,257,172,95,2302,107.75
2303,246,173,94,2303,111.5
2304,234,172,92,2304,113.5
2305,246,173,92,2305,111.5
2306,260,172,93,2306,107.0
2307,251,173,94,2307,110.25
2308,249,172,93,2308,109.75
2309,258,172,94,2309,107.5
2310,253,172,94,2310,108.75
2311,247,172,94,2311,110.25
2312,253,172,94,2312,108.75
2313,264,172,95,2313,106.0
2314,250,172,96,2314,109.5
2315,247,172,95,2315,110.25
2316,225,172,91,2316,115.75
2317,253,172,91,2317,108.75
2318,261,172,93,2318,106.75
2319,254,171,94,2319,107.5
2320,261,171,94,2320,105.75
2321,257,171,95,2321,106.75
2322,248,171,94,2322,109.0
2323,271,171,95,2323,103.25
2324,254,171,96,2324,107.5
2325,269,171,97,2325,103.75
2326,265,170,96,2326,103.75
2327,283,171,99,2327,100.25
2328,292,171,100,2328,98.0
2329,280,171,101,2329,101.0
2330,271,171,102,2330,103.25
2331,258,171,100,2331,106.5
2332,290,171,100,2332,98.5
2333,283,171,102,2333,100.25
2334,265,171,101,2334,104.75
2335,270,170,99,2335,102.5
2336,295,171,101,2336,97.25
2337,285,170,102,2337,98.75
2338,274,170,102,2338,101.5
2339,274,169,101,2339,100.5
2340,297,169,102,2340,94.75
2341,308,169,105,2341,92.0
2342,302,168,106,2342,92.5
2343,282,168,106,2343,97.5
2344,282,168,105,2344,97.5
2345,281,168,104,2345,97.75
2346,283,168,104,2346,97.25
2347,292,168,104,2347,95.0
2348,260,168,102,2348,103.0
2349,239,167,98,2349,107.25
2350,249,166,96,2350,103.75
2351,257,165,95,2351,100.75
2352,274,165,96,2352,96.5
2353,268,165,96,2353,98.0
2354,264,165,96,2354,99.0
2355,267,165,98,2355,98.25
2356,247,166,95,2356,104.25
2357,264,165,95,2357,99.0
2358,265,165,96,2358,98.75
2359,266,166,95,2359,99.5
2360,241,168,95,2360,107.75
2361,250,167,93,2361,104.5
2362,255,167,93,2362,103.25
2363,247,167,93,2363,105.25
2364,242,167,93,2364,106.5
2365,217,168,89,2365,113.75
2366,238,168,88,2366,108.5
2367,236,168,89,2367,109.0
2368,251,168,90,2368,105.25
2369,252,167,92,2369,104.0
2370,274,168,94,2370,99.5
2371,277,168,96,2371,98.75
2372,253,168,96,2372,104.75
2373,249,168,94,2373,105.75
2374,259,169,94,2374,104.25
2375,259,169,94,2375,104.25
2376,286,169,99,2376,97.5
2377,281,169,100,2377,98.75
2378,264,169,100,2378,103.0
2379,245,169,97,2379,107.75
2380,240,169,94,2380,109.0
2381,267,169,95,2381,102.25
2382,285,169,98,2382,97.75
2383,271,169,98,2383,101.25
2384,266,169,98,2384,102.5
2385,257,169,97,2385,104.75
2386,255,169,96,2386,105.25
2387,256,170,95,2387,106.0
2388,260,170,95,2388,105.0
2389,257,170,95,2389,105.75
2390,248,169,94,2390,107.0
2391,252,169,94,2391,106.0
2392,261,168,95,2392,102.75
2393,258,168,95,2393,103.5
2394,271,168,97,2394,100.25
2395,271,168,97,2395,100.25
2396,266,167,98,2396,100.5
2397,251,168,99,2397,105.25
2398,216,168,92,2398,114.0
2399,263,168,94,2399,102.25
2400,222,168,93,2400,112.5
2401,242,168,90,2401,107.5
2402,233,168,91,2402,109.75
2403,238,168,89,2403,108.5
2404,225,168,88,2404,111.75
2405,249,169,89,2405,106.75
2406,248,169,93,2406,107.0
2407,247,169,91,2407,107.25
2408,258,169,93,2408,104.5
2409,229,170,91,2409,112.75
2410,238,170,91,2410,110.5
2411,231,170,90,2411,112.25
2412,251,170,90,2412,107.25
2413,266,170,93,2413,103.5
2414,284,170,96,2414,99.0
2415,296,170,102,2415,96.0
2416,253,170,98,2416,106.75
2417,296,171,99,2417,97.0
2418,275,171,99,2418,102.25
2419,267,169,99,2419,102.25
2420,249,169,96,2420,106.75
2421,265,169,95,2421,102.75
2422,263,169,96,2422,103.25
2423,257,167,94,2423,102.75
2424,261,167,95,2424,101.75
2425,265,166,95,2425,99.75
2426,253,166,95,2426,102.75
2427,262,165,95,2427,99.5
2428,274,165,95,2428,96.5
2429,296,165,100,2429,91.0
2430,273,166,99,2430,97.75
2431,262,165,97,2431,99.5
2432,276,166,97,2432,97.0
2433,270,165,97,2433,97.5
2434,273,166,98,2434,97.75
2435,279,166,98,2435,96.25
2436,253,165,97,2436,101.75
2437,257,165,95,2437,100.75
2438,268,166,95,2438,99.0
2439,276,166,97,2439,97.0
2440,274,166,97,2440,97.5
2441,282,167,97,2441,96.5
2442,285,167,99,2442,95.75
2443,265,167,97,2443,100.75
2444,269,167,98,2444,99.75
2445,269,167,96,2445,99.75
2446,266,167,97,2446,100.5
2447,286,167,99,2447,95.5
2448,269,167,100,2448,99.75
2449,248,168,96,2449,106.0
2450,255,168,95,2450,104.25
2451,247,168,93,2451,106.25
2452,281,168,96,2452,97.75
2453,262,168,97,2453,102.5
2454,251,168,95,2454,105.25
2455,255,167,94,2455,103.25
2456,281,167,96,2456,96.75
2457,307,167,99,2457,90.25
2458,263,167,99,2458,101.25
2459,264,167,97,2459,101.0
2460,259,168,96,2460,103.25
2461,277,168,96,2461,98.75
2462,296,168,98,2462,94.0
2463,279,169,99,2463,99.25
2464,263,169,98,2464,103.25
2465,261,169,96,2465,103.75
2466,274,169,97,2466,100.5
2467,293,168,99,2467,94.75
2468,257,169,98,2468,104.75
2469,263,168,97,2469,102.25
2470,279,168,98,2470,98.25
2471,243,168,98,2471,107.25
2472,220,168,91,2472,113.0
2473,298,168,95,2473,93.5
2474,292,168,99,2474,95.0
2475,283,168,98,2475,97.25
2476,284,167,100,2476,96.0
2477,281,168,99,2477,97.75
2478,277,169,100,2478,99.75
2479,264,169,98,2479,103.0
2480,272,169,98,2480,101.0
2481,271,169,97,2481,101.25
2482,288,169,98,2482,97.0
2483,286,169,99,2483,97.5
2484,301,169,100,2484,93.75
2485,286,169,100,2485,97.5
2486,287,170,101,2486,98.25
2487,282,169,99,2487,98.5
2488,284,169,100,2488,98.0
2489,289,169,100,2489,96.75
2490,311,169,101,2490,91.25
2491,296,169,104,2491,95.0
2492,294,169,103,2492,95.5
2493,288,169,102,2493,97.0
2494,286,169,101,2494,97.5
2495,271,169,100,2495,101.25
2496,266,169,98,2496,102.5
2497,267,170,97,2497,103.25
2498,271,170,96,2498,102.25
2499,282,169,97,2499,98.5
2500,305,170,99,2500,93.75
2501,296,170,102,2501,96.0
2502,274,171,99,2502,102.5
2503,284,172,99,2503,101.0
2504,294,172,100,2504,98.5
2505,285,172,100,2505,100.75
2506,280,172,100,2506,102.0
2507,257,172,97,2507,107.75
2508,253,173,95,2508,109.75
2509,259,172,93,2509,107.25
2510,248,172,92,2510,110.0
2511,269,172,94,2511,104.75
2512,270,172,95,2512,104.5
2513,258,172,94,2513,107.5
2514,251,171,92,2514,108.25
2515,277,171,94,2515,101.75
2516,260,170,94,2516,105.0
2517,256,171,93,2517,107.0
2518,266,170,93,2518,103.5
2519,273,170,95,2519,101.75
2520,278,170,96,2520,100.5
2521,274,170,98,2521,101.5
2522,248,170,95,2522,108.0
2523,264,170,95,2523,104.0
2524,268,169,95,2524,102.0
2525,275,169,96,2525,100.25
2526,270,169,96,2526,101.5
2527,279,169,96,2527,99.25
2528,279,169,97,2528,99.25
2529,267,170,97,2529,103.25
2530,260,170,97,2530,105.0
2531,245,169,95,2531,107.75
2532,268,169,94,2532,102.0
2533,275,170,98,2533,101.25
2534,238,170,96,2534,110.5
2535,250,169,94,2535,106.5
2536,248,170,95,2536,108.0
2537,243,170,92,2537,109.25
2538,248,170,92,2538,108.0
2539,257,169,93,2539,104.75
2540,270,170,95,2540,102.5
2541,246,170,93,2541,108.5
2542,232,171,92,2542,113.0
2543,260,171,92,2543,106.0
2544,260,171,92,2544,106.0
2545,249,171,93,2545,108.75
2546,264,171,95,2546,105.0
2547,249,170,95,2547,107.75
2548,261,172,94,2548,106.75
2549,269,171,96,2549,103.75
2550,261,172,97,2550,106.75
2551,243,172,95,2551,111.25
2552,257,172,94,2552,107.75
2553,290,172,94,2553,99.5
2554,290,172,97,2554,99.5
2555,285,172,99,2555,100.75
2556,282,172,101,2556,101.5
2557,285,173,101,2557,101.75
2558,275,173,101,2558,104.25
2559,204,173,97,2559,122.0
2560,247,173,95,2560,111.25
2561,242,173,93,2561,112.5
2562,248,173,93,2562,111.0
2563,238,172,91,2563,112.5
2564,270,172,93,2564,104.5
2565,276,173,96,2565,104.0
2566,270,173,97,2566,105.5
2567,290,173,98,2567,100.5
2568,281,173,101,2568,102.75
2569,271,172,100,2569,104.25
2570,271,173,99,2570,105.25
2571,265,173,99,2571,106.75
2572,221,172,97,2572,116.75
2573,220,172,92,2573,117.0
2574,237,172,89,2574,112.75
2575,308,171,95,2575,94.0
2576,286,171,100,2576,99.5
2577,270,171,99,2577,103.5
2578,268,171,97,2578,104.0
2579,270,170,99,2579,102.5
2580,255,170,96,2580,106.25
2581,264,169,96,2581,103.0
2582,257,169,96,2582,104.75
2583,249,168,94,2583,105.75
2584,269,168,94,2584,100.75
2585,293,168,98,2585,94.75
2586,258,168,98,2586,103.5
2587,241,169,94,2587,108.75
2588,249,168,94,2588,105.75
2589,256,169,94,2589,105.0
2590,256,169,94,2590,105.0
2591,276,169,95,2591,100.0
2592,289,169,98,2592,96.75
2593,301,169,98,2593,93.75
2594,323,169,103,2594,88.25
2595,302,169,103,2595,93.5
2596,300,169,106,2596,94.0
2597,263,169,101,2597,103.25
2598,287,170,101,2598,98.25
2599,295,169,101,2599,95.25
2600,294,170,102,2600,96.5
2601,279,170,103,2601,100.25
2602,255,169,100,2602,105.25
2603,265,170,99,2603,103.75
2604,243,169,96,2604,108.25
2605,276,169,97,2605,100.0
2606,208,169,96,2606,117.0
2607,248,169,92,2607,107.0
2608,264,169,96,2608,103.0
2609,257,168,95,2609,103.75
2610,276,168,96,2610,99.0
2611,266,169,98,2611,102.5
2612,314,169,101,2612,90.5
2613,297,168,105,2613,93.75
2614,331,168,107,2614,85.25
2615,305,169,111,2615,92.75
2616,280,168,108,2616,98.0
2617,281,169,106,2617,98.75
2618,278,169,105,2618,99.5
2619,273,169,103,2619,100.75
2620,258,169,101,2620,104.5
2621,276,170,101,2621,101.0
2622,291,170,102,2622,97.25
2623,282,170,103,2623,99.5
2624,275,170,101,2624,101.25
2625,274,170,102,2625,101.5
2626,279,170,101,2626,100.25
2627,258,170,101,2627,105.5
2628,265,170,100,2628,103.75
2629,279,170,101,2629,100.25
2630,268,170,101,2630,103.0
2631,262,170,100,2631,104.5
2632,262,169,100,2632,103.5
2633,257,169,99,2633,104.75
2634,248,170,97,2634,108.0
2635,265,169,97,2635,102.75
2636,284,168,100,2636,97.0
2637,265,168,101,2637,101.75
2638,242,168,98,2638,107.5
2639,270,168,97,2639,100.5
2640,276,168,101,2640,99.0
2641,285,168,102,2641,96.75
2642,249,168,101,2642,105.75
2643,241,168,97,2643,107.75
2644,247,168,95,2644,106.25
2645,269,169,97,2645,101.75
2646,237,169,94,2646,109.75
2647,298,169,95,2647,94.5
2648,261,170,99,2648,104.75
2649,281,171,99,2649,100.75
2650,289,171,102,2650,98.75
2651,286,171,105,2651,99.5
2652,288,171,105,2652,99.0
2653,261,171,105,2653,105.75
2654,269,171,104,2654,103.75
2655,253,171,101,2655,107.75
2656,262,172,99,2656,106.5
2657,266,172,100,2657,105.5
2658,322,172,102,2658,91.5
2659,266,172,102,2659,105.5
2660,280,171,103,2660,101.0
2661,246,172,100,2661,110.5
2662,250,172,98,2662,109.5
2663,252,171,97,2663,108.0
2664,241,171,96,2664,110.75
2665,248,171,95,2665,109.0
2666,241,171,94,2666,110.75
2667,238,171,93,2667,111.5
2668,271,171,96,2668,103.25
2669,277,171,96,2669,101.75
2670,280,171,100,2670,101.0
2671,294,172,103,2671,98.5
2672,248,172,101,2672,110.0
2673,271,174,99,2673,106.25
2674,263,173,99,2674,107.25
2675,252,174,99,2675,111.0
2676,280,174,99,2676,104.0
2677,271,174,102,2677,106.25
2678,269,173,99,2678,105.75
2679,271,173,102,2679,105.25
2680,270,174,101,2680,106.5
2681,275,174,99,2681,105.25
2682,277,173,102,2682,103.75
2683,280,174,101,2683,104.0
2684,334,173,107,2684,89.5
2685,305,173,111,2685,96.75
2686,299,175,107,2686,100.25
2687,298,174,105,2687,99.5
2688,320,174,102,2688,94.0
2689,361,175,109,2689,84.75
2690,303,175,108,2690,99.25
2691,300,175,106,2691,100.0
2692,287,175,103,2692,103.25
2693,295,175,104,2693,101.25
2694,228,176,96,2694,119.0
2695,275,175,93,2695,106.25
2696,312,175,99,2696,97.0
2697,266,176,96,2697,109.5
2698,295,175,96,2698,101.25
2699,314,175,96,2699,96.5
2700,314,175,100,2700,96.5
2701,304,175,101,2701,99.0
2702,294,176,101,2702,102.5
